0.9676298992263658,0.9153771760154739,0.7866242038216561,0.9233644859813084,0.8495270851246776,0
0.9743154907211512,0.9163442940038685,0.7753510140405616,0.9448669201520913,0.8517566409597258,1
0.9752234547926308,0.9221470019342359,0.8066465256797583,0.9417989417989417,0.8689991863303498,2
0.9763601544408889,0.9236346060898984,0.8006042296072508,0.9532374100719424,0.870279146141215,3
0.9702504789357779,0.9235976789168279,0.820097244732577,0.9150090415913201,0.864957264957265,4
0.9739601512507272,0.9250483558994197,0.8160919540229885,0.9203703703703704,0.865100087032202,5
0.9600378372450099,0.9057515708071532,0.7639344262295082,0.9013539651837524,0.8269742679680567,6
0.9612302983750439,0.9018375241779497,0.7611275964391692,0.9243243243243243,0.8348250610252237,7
0.9782443567830842,0.9342359767891683,0.8432708688245315,0.9183673469387755,0.8792184724689165,8
0.9674958346350098,0.9173513774770421,0.7697594501718213,0.9237113402061856,0.8397375820056233,9
